"fantasyPointsRank","playerName","teamName","position","byeWeek","games","fantasyPoints","auctionValue","passComp","passAtt","passYds","passTd","passInt","passSacked","rushAtt","rushYds","rushTd","recvTargets","recvReceptions","recvYds","recvTd","fumbles","fumblesLost","twoPt","returnYds","returnTd","fgMade019","fgAtt019","fgMade2029","fgAtt2029","fgMade3039","fgAtt3039","fgMade4049","fgAtt4049","fgMade50plus","fgAtt50plus","patMade","patAtt","dstSacks","dstSafeties","dstInt","dstFumblesForced","dstFumblesRecovered","dstTd","dstReturnYds","dstReturnTd","dstPts0","dstPts16","dstPts713","dstPts1420","dstPts2127","dstPts2834","dstPts35plus","idpTacklesSolo","idpTacklesAssist","idpSacks","idpTacklesForLoss","idpPassDefended","idpInt","idpFumblesForced","idpFumblesRecovered","idpSafeties","idpTd"
"306","Justin Watson","TB","wr","7","16","45.9","0","0","0","0","0","0","0","0","0","0","27.0049","17.4184","210.6816","1.2332","0.075","0.0375","0.0399","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"307","Andy Janovich","DEN","rb","10","16","16.7","0","0","0","0","0","0","0","0","0","0","10.355","7.8739","67.7719","0.3444","0.0324","0.0162","0.0067","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"308","Blake Bell","KC","te","12","16","30","0","0","0","0","0","0","0","0","0","0","16.3781","12.0254","120.9563","0.9664","0.041","0.0205","0.0586","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"309","C.J. Ham","MIN","rb","12","16","16.5","0","0","0","0","0","0","0","0","0","0","10.7439","8.8993","61.4734","0.2411","0.0361","0.0181","0.0062","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"310","John Kelly","LA","rb","9","16","16.2","0","0","0","0","0","0","0","12.3299","48.6436","0.4557","5.3535","4.3007","31.5612","0.185","0.0606","0.0303","0.0139","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"311","Dwayne Allen","MIA","te","5","16","29.6","0","0","0","0","0","0","0","0","0","0","18.861","12.9262","112.7385","0.9037","0.0431","0.0216","0.0221","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"312","Josh Oliver","JAX","te","10","16","29.4","0","0","0","0","0","0","0","0","0","0","16.2741","11.5552","125.2252","0.8858","0.0404","0.0202","0.0281","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"313","Trayveon Williams","CIN","rb","9","16","15.8","0","0","0","0","0","0","0","15.1061","61.2523","0.3439","5.1194","4.0709","28.0698","0.1232","0.0722","0.0361","0.0151","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"314","Nick Boyle","BLT","te","8","16","28.6","0","0","0","0","0","0","0","0","0","0","19.2664","15.0105","110.8747","0.3983","0.046","0.023","0.0527","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"315","Zach Zenner","DET","rb","5","16","14.8","0","0","0","0","0","0","0","11.9679","44.8317","0.3734","5.1844","4.2462","30.317","0.1286","0.0548","0.0274","0.0123","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"316","Jordan Scarlett","CAR","rb","7","16","14.1","0","0","0","0","0","0","0","11.0133","45.6058","0.3235","5.1329","4.0405","28.3241","0.1202","0.0573","0.0286","0.0094","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"317","Jake Butt","DEN","te","10","16","27.3","0","0","0","0","0","0","0","0","0","0","15.5325","10.9623","121.0816","0.7061","0.0375","0.0188","0.0295","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"318","Derek Watt","LAC","rb","12","16","13.8","0","0","0","0","0","0","0","11.5549","40.6508","0.1838","5.2018","4.2616","34.3349","0.1649","0.0588","0.0294","0.0062","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"319","Bruce Anderson","TB","rb","7","16","13.6","0","0","0","0","0","0","0","10.4558","41.4921","0.2273","5.401","4.3186","30.142","0.1249","0.0565","0.0282","0.0082","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"320","Taquan Mizzell Sr.","CHI","rb","6","16","13.5","0","0","0","0","0","0","0","12.1008","45.3142","0.2698","5.0039","3.8288","28.0156","0.1332","0.1331","0.0666","0.0066","115.1155","0.0373","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"321","Justin Hardy","ATL","wr","9","16","42","0","0","0","0","0","0","0","0","0","0","22.5007","16.6365","170.3425","1.4554","0.8997","0.4499","0.0443","878.6621","0.4521","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"322","Trenton Cannon","NYJ","rb","4","16","12.5","0","0","0","0","0","0","0","11.6847","41.7688","0.276","4.9627","3.6651","27.911","0.1083","0.9739","0.4869","0.0082","1066.5552","0.5756","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"323","Qadree Ollison","ATL","rb","9","16","12.4","0","0","0","0","0","0","0","21.4777","86.9899","0.6141","0","0","0","0","0.0774","0.0387","0.013","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"324","James Develin","NE","rb","10","16","12","0","0","0","0","0","0","0","4.516","13.4395","0.523","5.5512","4.1293","24.3468","0.1643","0.0321","0.0161","0.0074","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"325","T.J. Logan","ARZ","rb","12","16","12","0","0","0","0","0","0","0","10.7719","41.51","0.1486","4.8823","3.9213","28.0315","0.0893","0.5529","0.2764","0.0054","692.5376","0.2053","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"326","Elijhaa Penny","NYG","rb","11","16","11.9","0","0","0","0","0","0","0","7.5204","25.9083","0.3048","5.2756","4.151","26.7506","0.1062","0.042","0.021","0.004","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"327","Bryce Love","WAS","rb","10","16","11.3","0","0","0","0","0","0","0","7.8369","32.5725","0.175","4.891","3.7939","26.6484","0.0957","0.0448","0.0224","0.0074","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"328","Matt LaCosse","NE","te","10","16","24.5","0","0","0","0","0","0","0","0","0","0","13.8694","10.2964","97.1658","0.7411","0.0335","0.0167","0.0325","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"329","Dwayne Washington","NO","rb","9","16","10.8","0","0","0","0","0","0","0","4.1647","15.4348","0.1035","5.5304","4.5245","30.9258","0.1678","0.0335","0.0167","0.0044","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"330","Chester Rogers","IND","wr","6","16","39","0","0","0","0","0","0","0","0","0","0","22.9589","17.3824","159.4732","0.948","0.417","0.2085","0.0887","309.33","0.2578","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"331","Kenjon Barner","ATL","rb","9","16","10.4","0","0","0","0","0","0","0","3.5796","12.9057","0.1823","5.6252","4.3435","28.2173","0.1439","0.0302","0.0151","0.006","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"332","Jamize Olawale","DAL","rb","8","16","9.9","0","0","0","0","0","0","0","3.9652","14.9552","0.2581","4.9339","3.7664","24.6135","0.1045","0.0378","0.0189","0.0041","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"333","Devine Ozigbo","NO","rb","9","16","9.6","0","0","0","0","0","0","0","16.6589","68.358","0.4562","0","0","0","0","0.06","0.03","0.0068","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"334","Taywan Taylor","TEN","wr","11","16","38","0","0","0","0","0","0","0","0","0","0","22.5241","14.7754","174.2704","0.9631","0.099","0.0495","0.0487","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"335","Chad Beebe","MIN","wr","12","16","37.9","0","0","0","0","0","0","0","0","0","0","21.4878","14.3208","168.5479","1.1111","0.0613","0.0306","0.033","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"336","Mo Alie-Cox","IND","te","6","16","22.8","0","0","0","0","0","0","0","0","0","0","11.4794","7.9302","101.0812","0.7871","0.027","0.0135","0.0159","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"337","Kelvin Harmon","WAS","wr","10","16","37.4","0","0","0","0","0","0","0","0","0","0","24.455","14.3362","178.4643","0.8553","0.0619","0.031","0.0373","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"338","Myles Gaskin","MIA","rb","5","16","8.1","0","0","0","0","0","0","0","15.09","59.9951","0.3494","0","0","0","0","0.0544","0.0272","0.0057","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"339","Garrett Celek","SF","te","4","16","21.2","0","0","0","0","0","0","0","0","0","0","10.014","6.9916","91.0145","0.8524","0.0227","0.0113","0.0157","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"340","Karan Higdon","HST","rb","10","16","7.7","0","0","0","0","0","0","0","15.0059","58.945","0.3034","0","0","0","0","0.0541","0.027","0.0075","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"341","Dontrelle Inman","NE","wr","10","16","36.2","0","0","0","0","0","0","0","0","0","0","18.7224","12.6146","174.8199","1.0087","0.0455","0.0227","0.0364","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"342","Raheem Mostert","SF","rb","4","16","7.6","0","0","0","0","0","0","0","11.5341","54.1456","0.369","0","0","0","0","0.0847","0.0424","0.0054","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"343","Roc Thomas","MIN","rb","12","16","7.6","0","0","0","0","0","0","0","14.7471","60.1808","0.2738","0","0","0","0","0.0523","0.0261","0.007","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"344","Patrick DiMarco","BUF","rb","6","16","7.5","0","0","0","0","0","0","0","4.0083","14.2713","0.065","4.4581","3.2293","20.2562","0.0752","0.0278","0.0139","0.0041","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"345","Buddy Howell","HST","rb","10","16","7.5","0","0","0","0","0","0","0","0","0","0","4.9819","3.9524","27.8665","0.1293","0.0172","0.0086","0.0031","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"346","Logan Paulsen","ATL","te","9","16","20.8","0","0","0","0","0","0","0","0","0","0","11.2503","8.2757","84.0956","0.6747","0.0283","0.0142","0.0235","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"347","Dan Arnold","NO","te","9","16","20.7","0","0","0","0","0","0","0","0","0","0","11.0609","7.6526","92.6502","0.6343","0.0536","0.0268","0.0142","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"348","Luke Stocker","ATL","te","9","16","20.6","0","0","0","0","0","0","0","0","0","0","11.2503","8.2262","85.4617","0.6326","0.0275","0.0137","0.0228","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"349","C.J. Prosise","SEA","rb","11","16","7.1","0","0","0","0","0","0","0","0","0","0","4.1781","3.2653","29.6806","0.1488","0.0135","0.0067","0.0025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"350","Darrel Williams","KC","rb","12","16","7","0","0","0","0","0","0","0","11.0127","42.7998","0.4582","0","0","0","0","0.0384","0.0192","0.0065","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"351","Kendrick Bourne","SF","wr","4","16","35.1","0","0","0","0","0","0","0","0","0","0","20.028","12.9194","158.9457","1.0527","0.0878","0.0439","0.0267","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"352","Virgil Green","LAC","te","12","16","19.6","0","0","0","0","0","0","0","0","0","0","10.4037","7.7719","84.4127","0.5611","0.0476","0.0238","0.0118","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"353","Jaron Brown","SEA","wr","11","16","34.5","0","0","0","0","0","0","0","0","0","0","16.7122","10.2335","149.1622","1.553","0.0368","0.0184","0.0211","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"354","Michael Roberts","DET","te","5","16","19","0","0","0","0","0","0","0","0","0","0","10.3688","7.2419","81.0462","0.5988","0.0243","0.0121","0.0244","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"355","Cameron Meredith","NO","wr","9","16","34","0","0","0","0","0","0","0","0","0","0","16.5913","12.2341","151.3365","1.1071","0.0816","0.0408","0.0235","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"356","Foster Moreau","OAK","te","6","16","18.8","0","0","0","0","0","0","0","0","0","0","10.6891","7.6205","79.9804","0.5281","0.0267","0.0133","0.019","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"357","Drew Sample","CIN","te","9","16","18.3","0","0","0","0","0","0","0","0","0","0","10.2387","7.2862","77.7799","0.5342","0.0255","0.0127","0.0247","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"358","Cordarrelle Patterson","CHI","wr","6","16","33.1","0","0","0","0","0","0","0","12.1008","81.1031","0.3743","15.0118","11.0354","88.3797","0.5051","0.4571","0.2286","0.0174","577.3757","0.3153","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"359","Josh Adams","PHI","rb","10","16","4.5","0","0","0","0","0","0","0","7.6525","31.9081","0.2173","0","0","0","0","0.0362","0.0181","0.011","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"360","DeAndre Washington","OAK","rb","6","16","4.2","0","0","0","0","0","0","0","10.8629","36.5597","0.0912","0","0","0","0","0.0765","0.0382","0.0048","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"361","Dalton Schultz","DAL","te","8","16","17.3","0","0","0","0","0","0","0","0","0","0","9.8679","7.0966","77.6089","0.4074","0.0239","0.0119","0.014","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"362","Deon Cain","IND","wr","6","16","32.2","0","0","0","0","0","0","0","0","0","0","17.2191","11.3649","147.3744","1.0118","0.0491","0.0246","0.0237","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"363","Dwayne Haskins","WAS","qb","10","16","171.6","0","215.1438","356.7057","2435.5309","13.8741","11.1532","31.473","46.4198","201.9771","1.6735","0","0","0","0","2.692","1.346","0.4762","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"364","Eli Manning","NYG","qb","11","16","171.5","0","282.5922","425.861","2855.6241","15.9149","10.7942","24.782","19.2773","16.9413","0.8976","0","0","0","0","7.0441","3.522","0.4471","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"365","Juwann Winfree","DEN","wr","10","16","32.1","0","0","0","0","0","0","0","0","0","0","20.8865","12.9638","144.364","0.7775","0.056","0.028","0.0345","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"366","Anthony Firkser","TEN","te","11","16","16.9","0","0","0","0","0","0","0","0","0","0","9.0097","6.6563","72.1577","0.4968","0.0227","0.0113","0.0256","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"367","Jordan Leggett","TB","te","7","16","16.7","0","0","0","0","0","0","0","0","0","0","9.9253","6.795","75.5553","0.3928","0.0231","0.0115","0.0159","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"368","Alex Armah","CAR","rb","7","16","3.2","0","0","0","0","0","0","0","3.6711","12.1388","0.3274","0","0","0","0","0.013","0.0065","0.002","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"369","Nick O'Leary","MIA","te","5","16","16.3","0","0","0","0","0","0","0","0","0","0","9.4305","6.4059","76.559","0.3657","0.0208","0.0104","0.0107","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"370","Marcus Kemp","KC","wr","12","16","30.9","0","0","0","0","0","0","0","0","0","0","16.3781","10.9108","137.2589","1.0444","0.047","0.0235","0.0324","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"371","Maxx Williams","ARZ","te","12","16","15.8","0","0","0","0","0","0","0","0","0","0","9.7647","7.7819","60.6433","0.3252","0.0415","0.0207","0.0111","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"372","David Fluellen","TEN","rb","11","16","2.3","0","0","0","0","0","0","0","4.0989","16.1928","0.1151","0","0","0","0","0.0146","0.0073","0.0033","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"373","Trey Edmunds","PIT","rb","7","16","2.2","0","0","0","0","0","0","0","3.6052","14.8918","0.116","0","0","0","0","0.0128","0.0064","0.0013","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"374","Kapri Bibbs","GB","rb","11","16","2","0","0","0","0","0","0","0","3.576","13.8458","0.1105","0","0","0","0","0.012","0.006","0.0016","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"375","Jason Croom","BUF","te","6","16","15.2","0","0","0","0","0","0","0","0","0","0","8.9161","6.2287","67.8365","0.368","0.0582","0.0291","0.0131","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"376","Kenneth Farrow","MIA","rb","5","16","1.7","0","0","0","0","0","0","0","3.7725","13.8726","0.0497","0","0","0","0","0.0136","0.0068","0.0014","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"377","L.J. Scott","EKY","rb","-","8","0.9","0","0","0","0","0","0","0","1.9111","7.2602","0.0357","0","0","0","0","0.0069","0.0034","0.0009","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"378","Jake Kumerow","GB","wr","11","16","28.6","0","0","0","0","0","0","0","0","0","0","15.5893","10.5812","133.5502","0.7679","0.045","0.0225","0.025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"379","Cody Latimer","NYG","wr","11","16","28.3","0","0","0","0","0","0","0","0","0","0","15.8267","9.9026","138.3983","0.7563","0.0397","0.0199","0.0246","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"380","Bobo Wilson","TB","wr","7","16","28.3","0","0","0","0","0","0","0","0","0","0","16.2029","11.1095","128.4215","0.7913","0.8987","0.4494","0.0252","579.2937","0.4694","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"381","Ameer Abdullah","MIN","rb","12","16","-0.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.5422","0.2711","0","936.198","0.2614","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"382","Marcus Murphy","BUF","rb","6","16","-0.3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.544","0.272","0","602.6537","0.3411","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"383","Preston Williams","MIA","wr","5","16","28","0","0","0","0","0","0","0","0","0","0","18.861","10.7758","130.9715","0.6823","0.0466","0.0233","0.0196","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"384","Eli Rogers","PIT","wr","7","16","27.5","0","0","0","0","0","0","0","0","0","0","17.9777","13.0863","105.2762","0.6418","0.0934","0.0467","0.0415","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"385","Alex Erickson","CIN","wr","9","16","26.7","0","0","0","0","0","0","0","0","0","0","15.3581","11.2911","121.4767","0.6027","0.862","0.431","0.0354","949.26","0.3845","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"386","Ryan Grant","OAK","wr","6","16","26.5","0","0","0","0","0","0","0","0","0","0","16.0336","10.868","115.5648","0.6707","0.0363","0.0182","0.0213","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"387","Brandon Powell","DET","wr","5","16","26.4","0","0","0","0","0","0","0","0","0","0","15.5531","10.4718","113.5293","0.7464","0.0441","0.022","0.0364","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"388","Zach Gentry","PIT","te","7","16","11.2","0","0","0","0","0","0","0","0","0","0","5.9926","4.1997","49.4314","0.3445","0.0147","0.0073","0.0072","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"389","Deon Yelder","KC","te","12","16","10.7","0","0","0","0","0","0","0","0","0","0","5.4594","3.9279","44.7246","0.3836","0.0137","0.0069","0.0115","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
